n;ID;timestamp;agent.type;client.ip;client.packets;client.port;destination.port;host.ip;source.ip;event.start;host.name;network.bytes;process.pid;server.ip;destination.ip;Prioridad;Clasificacion;Bloque
883;T0883;Dec 3  2022 @ 03:04:35.727;RH00001;auditbeat;127.0.0.1;18;41274;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:19.589;charlyhost;13.9KB;26681;127.0.0.1;2;No critico;Bloque 947
884;T0884;Dec 3  2022 @ 03:04:35.727;RH00001;auditbeat;127.0.0.1;2;43121;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:30.539;charlyhost;792B;19341;127.0.0.53;1;Critico;Bloque 450
885;T0885;Dec 3  2022 @ 03:04:35.727;RH00001;auditbeat;127.0.0.1;1;36216;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:30.114;charlyhost;80B;26681;127.0.0.1;2;No critico;Bloque 948
886;T0886;Dec 3  2022 @ 03:04:35.727;RH00001;auditbeat;127.0.0.1;2;51010;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:29.984;charlyhost;702B;19341;127.0.0.53;2;No critico;Bloque 949
887;T0887;Dec 3  2022 @ 03:04:35.720;RH00001;auditbeat;192.168.109.129;1;43949;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.497;charlyhost;402B;789;192.168.109.2;2;No critico;Bloque 950
888;T0888;Dec 3  2022 @ 03:04:35.720;RH00001;auditbeat;192.168.109.129;1;58049;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.535;charlyhost;287B;789;192.168.109.2;1;Critico;Bloque 451
889;T0889;Dec 3  2022 @ 03:04:35.504;RH00001;auditbeat;192.168.109.129;1;36009;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.174;charlyhost;238B;789;192.168.109.2;1;Critico;Bloque 452
890;T0890;Dec 3  2022 @ 03:04:35.401;RH00001;auditbeat;192.168.109.129;1;50929;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.254;charlyhost;166B;789;192.168.109.2;1;Critico;Bloque 453
891;T0891;Dec 3  2022 @ 03:04:35.401;RH00001;auditbeat;192.168.109.129;1;49804;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.254;charlyhost;190B;789;192.168.109.2;1;Critico;Bloque 454
892;T0892;Dec 3  2022 @ 03:04:35.261;RH00001;auditbeat;127.0.0.1;2;54460;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:32.327;charlyhost;492B;19341;127.0.0.53;2;No critico;Bloque 951
893;T0893;Dec 3  2022 @ 03:04:35.260;RH00001;auditbeat;127.0.0.1;2;44788;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.681;charlyhost;348B;19341;127.0.0.53;1;Critico;Bloque 455
894;T0894;Dec 3  2022 @ 03:04:35.223;RH00001;auditbeat;192.168.109.129;1;44122;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.086;charlyhost;235B;789;192.168.109.2;1;Critico;Bloque 456
895;T0895;Dec 3  2022 @ 03:04:35.202;RH00001;auditbeat;192.168.109.129;1;49263;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.134;charlyhost;210B;789;192.168.109.2;1;Critico;Bloque 457
896;T0896;Dec 3  2022 @ 03:04:35.181;RH00001;auditbeat;192.168.109.129;1;37665;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.095;charlyhost;279B;789;192.168.109.2;1;Critico;Bloque 458
897;T0897;Dec 3  2022 @ 03:04:35.180;RH00001;auditbeat;192.168.109.129;1;33073;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.026;charlyhost;212B;789;192.168.109.2;1;Critico;Bloque 459
898;T0898;Dec 3  2022 @ 03:04:35.179;RH00001;auditbeat;192.168.109.129;1;40442;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.025;charlyhost;243B;789;192.168.109.2;2;No critico;Bloque 952
899;T0899;Dec 3  2022 @ 03:04:35.141;RH00001;auditbeat;127.0.0.1;2;41053;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.024;charlyhost;578B;19341;127.0.0.53;1;Critico;Bloque 460
900;T0900;Dec 3  2022 @ 03:04:35.093;RH00001;auditbeat;192.168.109.129;1;49484;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:32.328;charlyhost;258B;789;192.168.109.2;2;No critico;Bloque 953
901;T0901;Dec 3  2022 @ 03:04:35.067;RH00001;auditbeat;127.0.0.1;2;58976;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.655;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 954
902;T0902;Dec 3  2022 @ 03:04:35.065;RH00001;auditbeat;192.168.109.129;1;36242;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.684;charlyhost;158B;789;192.168.109.2;2;No critico;Bloque 955
903;T0903;Dec 3  2022 @ 03:04:35.035;RH00001;auditbeat;192.168.109.129;1;60069;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.683;charlyhost;146B;789;192.168.109.2;1;Critico;Bloque 461
904;T0904;Dec 3  2022 @ 03:04:35.035;RH00001;auditbeat;192.168.109.129;1;37293;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.686;charlyhost;248B;789;192.168.109.2;1;Critico;Bloque 462
905;T0905;Dec 3  2022 @ 03:04:35.034;RH00001;auditbeat;192.168.109.129;1;54998;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.689;charlyhost;264B;789;192.168.109.2;1;Critico;Bloque 463
906;T0906;Dec 3  2022 @ 03:04:34.692;RH00001;auditbeat;192.168.109.129;1;40612;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:29.984;charlyhost;292B;789;192.168.109.2;2;No critico;Bloque 956
907;T0907;Dec 3  2022 @ 03:04:34.667;RH00001;auditbeat;192.168.109.129;1;53855;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.299;charlyhost;224B;789;192.168.109.2;2;No critico;Bloque 957
908;T0908;Dec 3  2022 @ 03:04:34.663;RH00001;auditbeat;192.168.109.129;1;52219;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.300;charlyhost;240B;789;192.168.109.2;1;Critico;Bloque 464
909;T0909;Dec 3  2022 @ 03:04:34.495;RH00001;auditbeat;192.168.109.129;1;54226;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:30.929;charlyhost;60B;26696;169.254.169.254;2;No critico;Bloque 958
910;T0910;Dec 3  2022 @ 03:04:34.491;RH00001;auditbeat;192.168.109.129;1;54250;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.934;charlyhost;60B;26696;169.254.169.254;1;Critico;Bloque 465
911;T0911;Dec 3  2022 @ 03:04:34.344;RH00001;auditbeat;192.168.109.129;1;37432;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:32.328;charlyhost;190B;789;192.168.109.2;2;No critico;Bloque 959
912;T0912;Dec 3  2022 @ 03:04:34.308;RH00001;auditbeat;192.168.109.129;1;36744;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:32.987;charlyhost;279B;789;192.168.109.2;2;No critico;Bloque 960
913;T0913;Dec 3  2022 @ 03:04:34.307;RH00001;auditbeat;192.168.109.129;1;50170;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.569;charlyhost;302B;789;192.168.109.2;1;Critico;Bloque 466
914;T0914;Dec 3  2022 @ 03:04:34.306;RH00001;auditbeat;192.168.109.129;1;44930;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:29.985;charlyhost;366B;789;192.168.109.2;2;No critico;Bloque 961
915;T0915;Dec 3  2022 @ 03:04:33.578;RH00001;auditbeat;127.0.0.1;2;47074;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:32.985;charlyhost;792B;19341;127.0.0.53;1;Critico;Bloque 467
916;T0916;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;127.0.0.1;2;50909;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:38.537;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 962
917;T0917;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;127.0.0.1;2;43630;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:38.125;charlyhost;740B;19341;127.0.0.53;2;No critico;Bloque 963
918;T0918;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;192.168.109.129;1;38959;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:38.127;charlyhost;276B;789;192.168.109.2;1;Critico;Bloque 468
919;T0919;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;192.168.109.129;1;34931;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:38.126;charlyhost;420B;789;192.168.109.2;2;No critico;Bloque 964
920;T0920;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;127.0.0.1;2;34712;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:38.102;charlyhost;528B;19341;127.0.0.53;2;No critico;Bloque 965
921;T0921;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;192.168.109.129;10;50084;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.804;charlyhost;6.2KB;19341;172.217.192.138;1;Critico;Bloque 469
922;T0922;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;192.168.109.129;11;35036;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.828;charlyhost;3.7KB;19341;142.251.0.95;2;No critico;Bloque 966
923;T0923;Dec 3  2022 @ 03:04:43.729;RH00001;auditbeat;192.168.109.129;1;44323;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.811;charlyhost;242B;789;192.168.109.2;1;Critico;Bloque 470
924;T0924;Dec 3  2022 @ 03:04:43.728;RH00001;auditbeat;192.168.109.129;1;42508;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.810;charlyhost;226B;789;192.168.109.2;2;No critico;Bloque 967
925;T0925;Dec 3  2022 @ 03:04:43.728;RH00001;auditbeat;127.0.0.1;2;51219;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.783;charlyhost;396B;19341;127.0.0.53;1;Critico;Bloque 471
926;T0926;Dec 3  2022 @ 03:04:43.728;RH00001;auditbeat;192.168.109.129;1;37271;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.786;charlyhost;182B;789;192.168.109.2;2;No critico;Bloque 968
927;T0927;Dec 3  2022 @ 03:04:43.728;RH00001;auditbeat;192.168.109.129;1;52035;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.784;charlyhost;170B;789;192.168.109.2;1;Critico;Bloque 472
928;T0928;Dec 3  2022 @ 03:04:43.728;RH00001;auditbeat;127.0.0.1;2;55838;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.719;charlyhost;500B;19341;127.0.0.53;1;Critico;Bloque 473
929;T0929;Dec 3  2022 @ 03:04:43.728;RH00001;auditbeat;192.168.109.129;1;51619;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:37.720;charlyhost;204B;789;192.168.109.2;2;No critico;Bloque 969
930;T0930;Dec 3  2022 @ 03:04:43.443;RH00001;auditbeat;127.0.0.1;1;55761;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:40.516;charlyhost;260B;19341;127.0.0.53;1;Critico;Bloque 474
931;T0931;Dec 3  2022 @ 03:04:43.442;RH00001;auditbeat;127.0.0.1;2;56250;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:40.309;charlyhost;476B;19341;127.0.0.53;1;Critico;Bloque 475
932;T0932;Dec 3  2022 @ 03:04:42.780;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;23908;-;1;Critico;Bloque 476
933;T0933;Dec 3  2022 @ 03:04:42.780;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;26731;-;2;No critico;Bloque 970
934;T0934;Dec 3  2022 @ 03:04:42.780;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;26774;-;1;Critico;Bloque 477
935;T0935;Dec 3  2022 @ 03:04:42.730;RH00001;auditbeat;127.0.0.1;2;58556;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.205;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 478
936;T0936;Dec 3  2022 @ 03:04:42.730;RH00001;auditbeat;127.0.0.1;2;41627;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.025;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 479
937;T0937;Dec 3  2022 @ 03:04:42.730;RH00001;auditbeat;192.168.109.129;1;33102;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.027;charlyhost;224B;789;192.168.109.2;2;No critico;Bloque 971
938;T0938;Dec 3  2022 @ 03:04:41.727;RH00001;auditbeat;127.0.0.1;2;60782;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:30.387;charlyhost;220B;4750;127.0.0.1;1;Critico;Bloque 480
939;T0939;Dec 3  2022 @ 03:04:41.727;RH00001;auditbeat;127.0.0.1;3;60782;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:30.379;charlyhost;268B;19341;127.0.0.1;1;Critico;Bloque 481
940;T0940;Dec 3  2022 @ 03:04:41.727;RH00001;auditbeat;127.0.0.1;2;50309;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.711;charlyhost;340B;19341;127.0.0.53;1;Critico;Bloque 482
941;T0941;Dec 3  2022 @ 03:04:41.362;RH00001;auditbeat;127.0.0.1;2;35892;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:40.514;charlyhost;548B;19341;127.0.0.53;1;Critico;Bloque 483
942;T0942;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;127.0.0.1;2;60847;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.496;charlyhost;771B;26696;127.0.0.53;1;Critico;Bloque 484
943;T0943;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;127.0.0.1;2;55873;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.086;charlyhost;508B;19341;127.0.0.53;1;Critico;Bloque 485
944;T0944;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;127.0.0.1;2;40748;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.172;charlyhost;605B;19341;127.0.0.53;2;No critico;Bloque 972
945;T0945;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;192.168.109.129;1;46476;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.194;charlyhost;215B;789;192.168.109.2;2;No critico;Bloque 973
946;T0946;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;192.168.109.129;1;60239;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.215;charlyhost;188B;789;192.168.109.2;1;Critico;Bloque 486
947;T0947;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;127.0.0.1;2;55374;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.131;charlyhost;428B;19341;127.0.0.53;1;Critico;Bloque 487
948;T0948;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;192.168.109.129;1;49600;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.058;charlyhost;366B;789;192.168.109.2;2;No critico;Bloque 974
949;T0949;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;192.168.109.129;1;57799;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.057;charlyhost;292B;789;192.168.109.2;1;Critico;Bloque 488
950;T0950;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;192.168.109.129;1;47786;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.026;charlyhost;291B;789;192.168.109.2;2;No critico;Bloque 975
951;T0951;Dec 3  2022 @ 03:04:40.727;RH00001;auditbeat;127.0.0.1;2;34948;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.685;charlyhost;556B;19341;127.0.0.53;1;Critico;Bloque 489
952;T0952;Dec 3  2022 @ 03:04:40.357;RH00001;auditbeat;127.0.0.1;2;41652;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:39.476;charlyhost;593B;19341;127.0.0.53;2;No critico;Bloque 976
953;T0953;Dec 3  2022 @ 03:04:40.320;RH00001;auditbeat;192.168.109.129;1;51245;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.477;charlyhost;212B;789;192.168.109.2;1;Critico;Bloque 490
954;T0954;Dec 3  2022 @ 03:04:40.318;RH00001;auditbeat;192.168.109.129;1;34065;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:40.168;charlyhost;176B;789;192.168.109.2;1;Critico;Bloque 491
955;T0955;Dec 3  2022 @ 03:04:40.317;RH00001;auditbeat;192.168.109.129;1;35828;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:40.170;charlyhost;200B;789;192.168.109.2;2;No critico;Bloque 977
956;T0956;Dec 3  2022 @ 03:04:40.178;RH00001;auditbeat;192.168.109.129;1;44966;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.479;charlyhost;309B;789;192.168.109.2;2;No critico;Bloque 978
957;T0957;Dec 3  2022 @ 03:04:40.177;RH00001;auditbeat;192.168.109.129;1;60296;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.478;charlyhost;285B;789;192.168.109.2;2;No critico;Bloque 979
958;T0958;Dec 3  2022 @ 03:04:40.175;RH00001;auditbeat;192.168.109.129;1;42088;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:38.100;charlyhost;250B;789;192.168.109.2;2;No critico;Bloque 980
959;T0959;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;2;40690;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.680;charlyhost;508B;19341;127.0.0.53;1;Critico;Bloque 492
960;T0960;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;1;36264;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.492;charlyhost;80B;26696;127.0.0.1;1;Critico;Bloque 493
961;T0961;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;1;36246;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.488;charlyhost;80B;26696;127.0.0.1;2;No critico;Bloque 981
962;T0962;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;1;36244;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.487;charlyhost;80B;26696;127.0.0.1;1;Critico;Bloque 494
963;T0963;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;1;36242;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.485;charlyhost;80B;26696;127.0.0.1;2;No critico;Bloque 982
964;T0964;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;2;39558;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.298;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 983
965;T0965;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;192.168.109.129;1;54268;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.934;charlyhost;60B;26696;169.254.169.254;2;No critico;Bloque 984
966;T0966;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;192.168.109.129;1;54238;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.934;charlyhost;60B;26696;169.254.169.254;2;No critico;Bloque 985
967;T0967;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;192.168.109.129;1;54252;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.934;charlyhost;60B;26696;169.254.169.254;1;Critico;Bloque 495
968;T0968;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;192.168.109.129;1;54262;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.934;charlyhost;60B;26696;169.254.169.254;2;No critico;Bloque 986
969;T0969;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;192.168.109.129;1;54278;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.935;charlyhost;60B;26696;169.254.169.254;1;Critico;Bloque 496
970;T0970;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;192.168.109.129;4;34752;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:33.605;charlyhost;499B;948;34.122.121.32;1;Critico;Bloque 497
971;T0971;Dec 3  2022 @ 03:04:39.727;RH00001;auditbeat;127.0.0.1;1;35376;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:33.940;charlyhost;80B;26696;127.0.0.1;1;Critico;Bloque 498
972;T0972;Dec 3  2022 @ 03:04:39.508;RH00001;auditbeat;127.0.0.1;2;47743;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:38.550;charlyhost;356B;19341;127.0.0.53;1;Critico;Bloque 499
973;T0973;Dec 3  2022 @ 03:04:39.485;RH00001;auditbeat;127.0.0.1;2;59747;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.253;charlyhost;400B;19341;127.0.0.53;2;No critico;Bloque 987
974;T0974;Dec 3  2022 @ 03:04:38.981;RH00001;auditbeat;192.168.109.129;1;56304;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:38.101;charlyhost;298B;789;192.168.109.2;2;No critico;Bloque 988
975;T0975;Dec 3  2022 @ 03:04:38.561;RH00001;auditbeat;127.0.0.1;2;57048;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:38.100;charlyhost;592B;19341;127.0.0.53;2;No critico;Bloque 989
976;T0976;Dec 3  2022 @ 03:04:38.547;RH00001;auditbeat;127.0.0.1;1;40403;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.784;charlyhost;192B;19341;127.0.0.53;2;No critico;Bloque 990
977;T0977;Dec 3  2022 @ 03:04:38.545;RH00001;auditbeat;192.168.109.129;1;43534;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:38.104;charlyhost;266B;789;192.168.109.2;1;Critico;Bloque 500
978;T0978;Dec 3  2022 @ 03:04:38.481;RH00001;auditbeat;192.168.109.129;1;48869;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:38.103;charlyhost;218B;789;192.168.109.2;2;No critico;Bloque 991
979;T0979;Dec 3  2022 @ 03:04:38.134;RH00001;auditbeat;127.0.0.1;2;34753;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.924;charlyhost;512B;19341;127.0.0.53;2;No critico;Bloque 992
